"quarter_date","quarter_name","hb_code","hb_name","loc_code","loc_name","appt_type","count","rate"
"30/09/2014","Jul - Sep-14","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",43181,NA
"31/12/2014","Oct - Dec-14","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",42524,NA
"31/03/2015","Jan - Mar-15","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",42785,NA
"30/06/2015","Apr - Jun-15","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",43500,NA
"30/09/2015","Jul - Sep-15","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",43383,NA
"31/12/2015","Oct - Dec-15","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",42734,NA
"31/03/2016","Jan - Mar-16","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",43621,NA
"30/06/2016","Apr - Jun-16","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",43143,NA
"30/09/2016","Jul - Sep-16","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",45392,NA
"31/12/2016","Oct - Dec-16","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",43302,NA
"31/03/2017","Jan - Mar-17","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",44828,NA
"30/06/2017","Apr - Jun-17","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",43520,NA
"30/09/2017","Jul - Sep-17","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",31277,NA
"31/12/2017","Oct - Dec-17","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",31736,NA
"31/03/2018","Jan - Mar-18","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",31835,NA
"30/06/2018","Apr - Jun-18","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",32888,NA
"30/09/2018","Jul - Sep-18","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",32312,NA
"31/12/2018","Oct - Dec-18","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",32023,NA
"31/03/2019","Jan - Mar-19","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",32332,NA
"30/06/2019","Apr - Jun-19","S08000030","NHS Tayside","T101H","Ninewells Hospital","Return",32519,NA
"30/06/2014","Apr - Jun-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",21194,NA
"30/09/2014","Jul - Sep-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",20258,NA
"31/12/2014","Oct - Dec-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",20542,NA
"31/03/2015","Jan - Mar-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",20495,NA
"30/06/2015","Apr - Jun-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",20814,NA
"30/09/2015","Jul - Sep-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",19605,NA
"31/12/2015","Oct - Dec-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",20076,NA
"31/03/2016","Jan - Mar-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",20437,NA
"30/06/2016","Apr - Jun-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",19710,NA
"30/09/2016","Jul - Sep-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",18864,NA
"31/12/2016","Oct - Dec-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",18755,NA
"31/03/2017","Jan - Mar-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",19204,NA
"30/06/2017","Apr - Jun-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",18362,NA
"30/09/2017","Jul - Sep-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",16166,NA
"31/12/2017","Oct - Dec-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",16300,NA
"31/03/2018","Jan - Mar-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",15918,NA
"30/06/2018","Apr - Jun-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",15976,NA
"30/09/2018","Jul - Sep-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",15252,NA
"31/12/2018","Oct - Dec-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",15822,NA
"31/03/2019","Jan - Mar-19","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",15465,NA
"30/06/2019","Apr - Jun-19","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","All Appointments",14824,NA
"30/06/2014","Apr - Jun-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",607,7.31149120693809
"30/09/2014","Jul - Sep-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",654,7.92343106372668
"31/12/2014","Oct - Dec-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",660,7.92983299291121
"31/03/2015","Jan - Mar-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",717,8.75137312339802
"30/06/2015","Apr - Jun-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",649,7.67774754525021
"30/09/2015","Jul - Sep-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",647,8.03826562305877
"31/12/2015","Oct - Dec-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",710,8.31284392928228
"31/03/2016","Jan - Mar-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",629,7.59478386863077
"30/06/2016","Apr - Jun-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",606,7.61689291101056
"30/09/2016","Jul - Sep-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",610,8.07412309728656
"31/12/2016","Oct - Dec-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",603,8.11902517840312
"31/03/2017","Jan - Mar-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",599,7.7021987913077
"30/06/2017","Apr - Jun-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",555,7.53564154786151
"30/09/2017","Jul - Sep-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",628,9.31474339958469
"31/12/2017","Oct - Dec-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",663,9.99246420497363
"31/03/2018","Jan - Mar-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",655,10.1487449643632
"30/06/2018","Apr - Jun-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",543,8.67550726953187
"30/09/2018","Jul - Sep-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",542,8.92034233048058
"31/12/2018","Oct - Dec-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",491,7.56665125597164
"31/03/2019","Jan - Mar-19","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",434,7.1287779237845
"30/06/2019","Apr - Jun-19","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","DNA",396,6.70504571622079
"30/06/2014","Apr - Jun-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7695,NA
"30/09/2014","Jul - Sep-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7600,NA
"31/12/2014","Oct - Dec-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7663,NA
"31/03/2015","Jan - Mar-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7476,NA
"30/06/2015","Apr - Jun-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7804,NA
"30/09/2015","Jul - Sep-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7402,NA
"31/12/2015","Oct - Dec-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7831,NA
"31/03/2016","Jan - Mar-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7653,NA
"30/06/2016","Apr - Jun-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7350,NA
"30/09/2016","Jul - Sep-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",6945,NA
"31/12/2016","Oct - Dec-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",6824,NA
"31/03/2017","Jan - Mar-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",7178,NA
"30/06/2017","Apr - Jun-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",6810,NA
"30/09/2017","Jul - Sep-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",6114,NA
"31/12/2017","Oct - Dec-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",5972,NA
"31/03/2018","Jan - Mar-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",5799,NA
"30/06/2018","Apr - Jun-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",5716,NA
"30/09/2018","Jul - Sep-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",5534,NA
"31/12/2018","Oct - Dec-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",5998,NA
"31/03/2019","Jan - Mar-19","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",5654,NA
"30/06/2019","Apr - Jun-19","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","New",5510,NA
"30/06/2014","Apr - Jun-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",13499,NA
"30/09/2014","Jul - Sep-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",12658,NA
"31/12/2014","Oct - Dec-14","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",12879,NA
"31/03/2015","Jan - Mar-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",13019,NA
"30/06/2015","Apr - Jun-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",13010,NA
"30/09/2015","Jul - Sep-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",12203,NA
"31/12/2015","Oct - Dec-15","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",12245,NA
"31/03/2016","Jan - Mar-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",12784,NA
"30/06/2016","Apr - Jun-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",12360,NA
"30/09/2016","Jul - Sep-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",11919,NA
"31/12/2016","Oct - Dec-16","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",11931,NA
"31/03/2017","Jan - Mar-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",12026,NA
"30/06/2017","Apr - Jun-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",11552,NA
"30/09/2017","Jul - Sep-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",10052,NA
"31/12/2017","Oct - Dec-17","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",10328,NA
"31/03/2018","Jan - Mar-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",10119,NA
"30/06/2018","Apr - Jun-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",10260,NA
"30/09/2018","Jul - Sep-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",9718,NA
"31/12/2018","Oct - Dec-18","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",9824,NA
"31/03/2019","Jan - Mar-19","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",9811,NA
"30/06/2019","Apr - Jun-19","S08000030","NHS Tayside","T202H","Perth Royal Infirmary","Return",9314,NA
"30/06/2014","Apr - Jun-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",4490,NA
"30/09/2014","Jul - Sep-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",4224,NA
"31/12/2014","Oct - Dec-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",3709,NA
"31/03/2015","Jan - Mar-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",4288,NA
"30/06/2015","Apr - Jun-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",4330,NA
"30/09/2015","Jul - Sep-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",4164,NA
"31/12/2015","Oct - Dec-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",4029,NA
"31/03/2016","Jan - Mar-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",4170,NA
"30/06/2016","Apr - Jun-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",3825,NA
"30/09/2016","Jul - Sep-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",3813,NA
"31/12/2016","Oct - Dec-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",3420,NA
"31/03/2017","Jan - Mar-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",3186,NA
"30/06/2017","Apr - Jun-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",3189,NA
"30/09/2017","Jul - Sep-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",2721,NA
"31/12/2017","Oct - Dec-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",2801,NA
"31/03/2018","Jan - Mar-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",2572,NA
"30/06/2018","Apr - Jun-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",2611,NA
"30/09/2018","Jul - Sep-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",2329,NA
"31/12/2018","Oct - Dec-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",2431,NA
"31/03/2019","Jan - Mar-19","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",2523,NA
"30/06/2019","Apr - Jun-19","S08000030","NHS Tayside","T312H","Stracathro Hospital","All Appointments",2407,NA
"30/06/2014","Apr - Jun-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",193,8.07531380753138
"30/09/2014","Jul - Sep-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",164,7.72128060263653
"31/12/2014","Oct - Dec-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",154,8.85566417481311
"31/03/2015","Jan - Mar-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",188,8.42671447781264
"30/06/2015","Apr - Jun-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",168,7.39111306643203
"30/09/2015","Jul - Sep-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",174,7.70934869295525
"31/12/2015","Oct - Dec-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",169,8.09386973180077
"31/03/2016","Jan - Mar-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",142,6.38202247191011
"30/06/2016","Apr - Jun-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",135,6.80443548387097
"30/09/2016","Jul - Sep-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",151,7.61472516389309
"31/12/2016","Oct - Dec-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",154,8.82521489971347
"31/03/2017","Jan - Mar-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",142,9.01015228426396
"30/06/2017","Apr - Jun-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",150,9.28217821782178
"30/09/2017","Jul - Sep-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",146,10.7352941176471
"31/12/2017","Oct - Dec-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",149,10.6352605281941
"31/03/2018","Jan - Mar-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",153,12.9551227773074
"30/06/2018","Apr - Jun-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",129,9.89263803680982
"30/09/2018","Jul - Sep-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",85,8.58585858585858
"31/12/2018","Oct - Dec-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",96,7.86885245901639
"31/03/2019","Jan - Mar-19","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",95,8.08510638297872
"30/06/2019","Apr - Jun-19","S08000030","NHS Tayside","T312H","Stracathro Hospital","DNA",96,8.0672268907563
"30/06/2014","Apr - Jun-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",2197,NA
"30/09/2014","Jul - Sep-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1960,NA
"31/12/2014","Oct - Dec-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1585,NA
"31/03/2015","Jan - Mar-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",2043,NA
"30/06/2015","Apr - Jun-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",2105,NA
"30/09/2015","Jul - Sep-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",2083,NA
"31/12/2015","Oct - Dec-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1919,NA
"31/03/2016","Jan - Mar-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",2083,NA
"30/06/2016","Apr - Jun-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1849,NA
"30/09/2016","Jul - Sep-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1832,NA
"31/12/2016","Oct - Dec-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1591,NA
"31/03/2017","Jan - Mar-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1434,NA
"30/06/2017","Apr - Jun-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1466,NA
"30/09/2017","Jul - Sep-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1214,NA
"31/12/2017","Oct - Dec-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1252,NA
"31/03/2018","Jan - Mar-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1028,NA
"30/06/2018","Apr - Jun-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1175,NA
"30/09/2018","Jul - Sep-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",905,NA
"31/12/2018","Oct - Dec-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1124,NA
"31/03/2019","Jan - Mar-19","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1080,NA
"30/06/2019","Apr - Jun-19","S08000030","NHS Tayside","T312H","Stracathro Hospital","New",1094,NA
"30/06/2014","Apr - Jun-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",2293,NA
"30/09/2014","Jul - Sep-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",2264,NA
"31/12/2014","Oct - Dec-14","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",2124,NA
"31/03/2015","Jan - Mar-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",2245,NA
"30/06/2015","Apr - Jun-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",2225,NA
"30/09/2015","Jul - Sep-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",2081,NA
"31/12/2015","Oct - Dec-15","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",2110,NA
"31/03/2016","Jan - Mar-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",2087,NA
"30/06/2016","Apr - Jun-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1976,NA
"30/09/2016","Jul - Sep-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1981,NA
"31/12/2016","Oct - Dec-16","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1829,NA
"31/03/2017","Jan - Mar-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1752,NA
"30/06/2017","Apr - Jun-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1723,NA
"30/09/2017","Jul - Sep-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1507,NA
"31/12/2017","Oct - Dec-17","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1549,NA
"31/03/2018","Jan - Mar-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1544,NA
"30/06/2018","Apr - Jun-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1436,NA
"30/09/2018","Jul - Sep-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1424,NA
"31/12/2018","Oct - Dec-18","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1307,NA
"31/03/2019","Jan - Mar-19","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1443,NA
"30/06/2019","Apr - Jun-19","S08000030","NHS Tayside","T312H","Stracathro Hospital","Return",1313,NA
"30/06/2014","Apr - Jun-14","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4535,NA
"30/09/2014","Jul - Sep-14","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4597,NA
"31/12/2014","Oct - Dec-14","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4127,NA
"31/03/2015","Jan - Mar-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4380,NA
"30/06/2015","Apr - Jun-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4487,NA
"30/09/2015","Jul - Sep-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4528,NA
"31/12/2015","Oct - Dec-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4800,NA
"31/03/2016","Jan - Mar-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",5221,NA
"30/06/2016","Apr - Jun-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",5249,NA
"30/09/2016","Jul - Sep-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",5320,NA
"31/12/2016","Oct - Dec-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4725,NA
"31/03/2017","Jan - Mar-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4703,NA
"30/06/2017","Apr - Jun-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4397,NA
"30/09/2017","Jul - Sep-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4349,NA
"31/12/2017","Oct - Dec-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4217,NA
"31/03/2018","Jan - Mar-18","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4771,NA
"30/06/2018","Apr - Jun-18","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4151,NA
"30/09/2018","Jul - Sep-18","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4365,NA
"31/12/2018","Oct - Dec-18","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4547,NA
"31/03/2019","Jan - Mar-19","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4803,NA
"30/06/2019","Apr - Jun-19","S08000028","NHS Western Isles","S08000028","NHS Western Isles","All Appointments",4834,NA
"30/06/2014","Apr - Jun-14","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",152,7.34299516908213
"30/09/2014","Jul - Sep-14","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",199,9.75012248897599
"31/12/2014","Oct - Dec-14","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",161,8.93947806774015
"31/03/2015","Jan - Mar-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",195,9.83854692230071
"30/06/2015","Apr - Jun-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",165,7.9671656204732
"30/09/2015","Jul - Sep-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",157,7.89341377576672
"31/12/2015","Oct - Dec-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",172,7.60053026955369
"31/03/2016","Jan - Mar-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",190,8.00674252001686
"30/06/2016","Apr - Jun-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",196,8.41201716738197
"30/09/2016","Jul - Sep-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",216,9.01126408010012
"31/12/2016","Oct - Dec-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",180,9.09090909090909
"31/03/2017","Jan - Mar-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",118,6.69693530079455
"30/06/2017","Apr - Jun-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",135,7.79445727482679
"30/09/2017","Jul - Sep-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",146,7.98687089715536
"31/12/2017","Oct - Dec-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",158,9.0440755580996
"31/03/2018","Jan - Mar-18","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",133,7.30367929708951
"30/06/2018","Apr - Jun-18","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",117,7.13414634146341
"30/09/2018","Jul - Sep-18","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",137,7.80182232346242
"31/12/2018","Oct - Dec-18","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",164,8.84097035040431
"31/03/2019","Jan - Mar-19","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",111,6.20458356623812
"30/06/2019","Apr - Jun-19","S08000028","NHS Western Isles","S08000028","NHS Western Isles","DNA",145,6.96780394041326
"30/06/2014","Apr - Jun-14","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1918,NA
"30/09/2014","Jul - Sep-14","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1842,NA
"31/12/2014","Oct - Dec-14","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1640,NA
"31/03/2015","Jan - Mar-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1787,NA
"30/06/2015","Apr - Jun-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1906,NA
"30/09/2015","Jul - Sep-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1832,NA
"31/12/2015","Oct - Dec-15","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",2091,NA
"31/03/2016","Jan - Mar-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",2183,NA
"30/06/2016","Apr - Jun-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",2134,NA
"30/09/2016","Jul - Sep-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",2181,NA
"31/12/2016","Oct - Dec-16","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1800,NA
"31/03/2017","Jan - Mar-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1644,NA
"30/06/2017","Apr - Jun-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1597,NA
"30/09/2017","Jul - Sep-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1682,NA
"31/12/2017","Oct - Dec-17","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1589,NA
"31/03/2018","Jan - Mar-18","S08000028","NHS Western Isles","S08000028","NHS Western Isles","New",1688,NA
